"id","id_competition","competition_name","competition_official_name","competition_initial_date","competition_final_date","competition_url_image","competition_url_image_negative","id_edition","edition_year","id_phase","id_subphase","id_round","id_matchweek","id_match","period","id_edition_license_team","is_local","id_team","id_local_team","local_team_id_team_denomination","local_team_team_actual_name","local_team_team_actual_short_name","local_team_team_abbrev_name","id_visitor_team","visitor_team_id_team_denomination","visitor_team_team_actual_name","visitor_team_team_actual_short_name","visitor_team_team_abbrev_name","id_license","license_id","license_id_person","license_licenseStr","license_licenseStr15","license_licenseAbbrev","license_licenseNick","license_id_type","license_active","id_license_type","id_license_subtype","matches","pno","points","time_played","3pt_success","3pt_tried","3pt_percentage","2pt_success","2pt_tried","2pt_percentage","1pt_success","1pt_tried","1pt_percentage","defensive_rebound","offensive_rebound","total_rebound","asis","steals","turnovers","counter_attack","blocks","received_blocks","dunks","personal_fouls","received_fouls","val","starting","playing","differential","disqualified"
1365663,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",79,2014,107,NA,NA,2481,15862,NA,NA,FALSE,2982,2981,489,"Movistar Estudiantes","Movistar Estu","MOV",2982,522,"Gipuzkoa Basket GBC","Gipuzkoa Basket","GBC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,4,2,6,0,0,2,0,0,0,0,1,0,3,0,0,0,NA
1365662,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",79,2014,107,NA,NA,2481,15862,NA,NA,TRUE,2981,2981,489,"Movistar Estudiantes","Movistar Estu","MOV",2982,522,"Gipuzkoa Basket GBC","Gipuzkoa Basket","GBC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,0,0,NA
1365659,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",79,2014,107,NA,NA,2481,15862,NA,46659,TRUE,2981,2981,489,"Movistar Estudiantes","Movistar Estu","MOV",2982,522,"Gipuzkoa Basket GBC","Gipuzkoa Basket","GBC",20211326,20211326,20211326,"Stefan Bircevic ","Stefan Bircevic","S. Bircevic","Bircevic","202",FALSE,202,NA,1,"8",9,1054,1,2,50,3,4,75,0,0,0,1,1,2,0,0,1,0,1,1,1,2,1,7,0,0,6,NA
1365640,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",79,2014,107,NA,NA,2481,15862,NA,46674,TRUE,2981,2981,489,"Movistar Estudiantes","Movistar Estu","MOV",2982,522,"Gipuzkoa Basket GBC","Gipuzkoa Basket","GBC",20200131,20200131,20200131,"Ander Martínez De La Orden","Ander Martínez ","A. Martínez","Martínez","202",FALSE,202,NA,1,"15",0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,NA
1365641,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",79,2014,107,NA,NA,2481,15862,NA,46715,FALSE,2982,2981,489,"Movistar Estudiantes","Movistar Estu","MOV",2982,522,"Gipuzkoa Basket GBC","Gipuzkoa Basket","GBC",20200640,20200640,20200640,"Jordi Grimau Gragera","Jordi Grimau","J. Grimau","Grimau","202",FALSE,202,NA,1,"22",0,508,0,1,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,1,1,0,0,-15,NA
1365642,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",79,2014,107,NA,NA,2481,15862,NA,46665,TRUE,2981,2981,489,"Movistar Estudiantes","Movistar Estu","MOV",2982,522,"Gipuzkoa Basket GBC","Gipuzkoa Basket","GBC",20201510,20201510,20201510,"José Ortega Rubio","Pep Ortega","P. Ortega","Ortega","202",FALSE,202,NA,1,"43",0,397,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,NA
1365643,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",79,2014,107,NA,NA,2481,15862,NA,46716,FALSE,2982,2981,489,"Movistar Estudiantes","Movistar Estu","MOV",2982,522,"Gipuzkoa Basket GBC","Gipuzkoa Basket","GBC",20201558,20201558,20201558,"David Jesús Doblas Portilla","David Doblas","D. Doblas","Doblas","202",FALSE,202,NA,1,"13",12,2111,1,1,100,4,5,80,1,2,50,3,2,5,5,0,6,0,0,0,0,4,2,12,1,0,1,NA
1365644,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",79,2014,107,NA,NA,2481,15862,NA,46666,TRUE,2981,2981,489,"Movistar Estudiantes","Movistar Estu","MOV",2982,522,"Gipuzkoa Basket GBC","Gipuzkoa Basket","GBC",20201570,20201570,20201570,"Javier Salgado Martín","Javier Salgado","J. Salgado","Salgado","202",FALSE,202,NA,1,"14",14,2205,3,4,75,2,6,33.33,1,1,100,2,0,2,14,1,0,0,0,1,0,1,1,25,1,0,21,NA
1365645,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",79,2014,107,NA,NA,2481,15862,NA,46667,TRUE,2981,2981,489,"Movistar Estudiantes","Movistar Estu","MOV",2982,522,"Gipuzkoa Basket GBC","Gipuzkoa Basket","GBC",20201595,20201595,20201595,"José Ignacio Martín Monzón","Nacho Martín","N. Martín","Martín","202",FALSE,202,NA,1,"11",16,1703,2,4,50,5,10,50,0,0,0,2,1,3,0,2,1,0,0,0,0,2,2,13,1,0,24,NA
1365646,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",79,2014,107,NA,NA,2481,15862,NA,46718,FALSE,2982,2981,489,"Movistar Estudiantes","Movistar Estu","MOV",2982,522,"Gipuzkoa Basket GBC","Gipuzkoa Basket","GBC",20202079,20202079,20202079,"Taqwa Shamar Piñero","Taqwa Piñero","T. Piñero","Piñero","202",FALSE,202,NA,1,"5",11,1880,2,7,28.57,2,6,33.33,1,2,50,1,2,3,1,0,3,0,0,1,0,3,5,3,1,0,-2,NA
