"id","id_competition","competition_name","competition_official_name","competition_initial_date","competition_final_date","competition_url_image","competition_url_image_negative","id_edition","edition_year","id_phase","id_subphase","id_round","id_matchweek","id_match","period","id_edition_license_team","is_local","id_team","id_local_team","local_team_id_team_denomination","local_team_team_actual_name","local_team_team_actual_short_name","local_team_team_abbrev_name","id_visitor_team","visitor_team_id_team_denomination","visitor_team_team_actual_name","visitor_team_team_actual_short_name","visitor_team_team_abbrev_name","id_license","license_id","license_id_person","license_licenseStr","license_licenseStr15","license_licenseAbbrev","license_licenseNick","license_id_type","license_active","id_license_type","id_license_subtype","matches","pno","points","time_played","3pt_success","3pt_tried","3pt_percentage","2pt_success","2pt_tried","2pt_percentage","1pt_success","1pt_tried","1pt_percentage","defensive_rebound","offensive_rebound","total_rebound","asis","steals","turnovers","counter_attack","blocks","received_blocks","dunks","personal_fouls","received_fouls","val","starting","playing","differential","disqualified"
1704515,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",85,2020,107,NA,NA,5126,101265,NA,76488,FALSE,3382,3388,1938,"Club Joventut Badalona","Joventut","CJB",3382,1951,"Unicaja","Unicaja","UNI",20210585,20210585,20210585,"Francisco Fernando Alonso Martínez","Francis Alonso","F. Alonso","Alonso","202",FALSE,202,NA,1,"10",8,838,2,4,50,1,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,0,2,0
1704514,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",85,2020,107,NA,NA,5126,101265,NA,76489,FALSE,3382,3388,1938,"Club Joventut Badalona","Joventut","CJB",3382,1951,"Unicaja","Unicaja","UNI",30000059,30000059,21100060,"Axel Bouteille ","Axel Bouteille","A. Bouteille","Bouteille","202",FALSE,202,NA,1,"83",15,1218,0,2,0,4,6,66,7,8,87,2,1,3,0,1,0,2,0,0,0,0,7,21,1,1,-4,0
1704513,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",85,2020,107,NA,NA,5126,101265,NA,76490,FALSE,3382,3388,1938,"Club Joventut Badalona","Joventut","CJB",3382,1951,"Unicaja","Unicaja","UNI",20211297,20211297,20211297,"Adam Szczepan Waczynski ","Adam Waczynski","A. Waczynski","Waczynski","202",FALSE,202,NA,1,"21",9,1238,1,1,100,1,2,50,4,5,80,1,0,1,1,0,0,0,0,0,0,1,3,11,0,1,-4,0
1704512,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",85,2020,107,NA,NA,5126,101265,NA,76492,FALSE,3382,3388,1938,"Club Joventut Badalona","Joventut","CJB",3382,1951,"Unicaja","Unicaja","UNI",20211625,20211625,20211625,"Timothy James Abromaitis ","Tim Abromaitis","T. Abromaitis","Abromaitis","202",FALSE,202,NA,1,"23",7,1868,1,3,33,2,4,50,0,0,0,4,1,5,0,1,0,2,0,0,0,3,1,7,1,1,-3,0
1704511,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",85,2020,107,NA,NA,5126,101265,NA,76320,TRUE,3388,3388,1938,"Club Joventut Badalona","Joventut","CJB",3382,1951,"Unicaja","Unicaja","UNI",20212423,20212423,20212423,"Simon Fredrik Stefan Birgander ","Simon Birgander","S. Birgander","Birgander","202",FALSE,202,NA,1,"35",13,848,0,0,0,6,6,100,1,2,50,4,3,7,2,2,0,4,0,0,2,0,1,24,0,0,16,0
1704510,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",85,2020,107,NA,NA,5126,101265,NA,77401,TRUE,3388,3388,1938,"Club Joventut Badalona","Joventut","CJB",3382,1951,"Unicaja","Unicaja","UNI",20212264,20212264,20212264,"Arnau Parrado Calabria","Arnau Parrado","A. Parrado","Parrado","202",FALSE,202,NA,1,"13",0,10,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0
1704509,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",85,2020,107,NA,NA,5126,101265,NA,76309,TRUE,3388,3388,1938,"Club Joventut Badalona","Joventut","CJB",3382,1951,"Unicaja","Unicaja","UNI",20200243,20200243,20200243,"Ferran  Bassas Navarra","Ferran Bassas","F. Bassas","Bassas","202",FALSE,202,NA,1,"20",2,1527,0,4,0,1,3,33,0,0,0,5,4,9,6,0,1,0,0,0,0,2,4,12,0,1,21,0
1704508,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",85,2020,107,NA,NA,5126,101265,NA,76310,TRUE,3388,3388,1938,"Club Joventut Badalona","Joventut","CJB",3382,1951,"Unicaja","Unicaja","UNI",20211451,20211451,20211451,"Nenad Dimitrijevic ","Nenad Dimitrijevic","N. Dimitrijevic","Dimitrijevic","202",FALSE,202,NA,1,"0",7,1448,1,6,16,1,4,25,2,4,50,1,0,1,3,0,2,0,0,0,0,1,2,0,0,1,12,0
1704507,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",85,2020,107,NA,NA,5126,101265,NA,76311,TRUE,3388,3388,1938,"Club Joventut Badalona","Joventut","CJB",3382,1951,"Unicaja","Unicaja","UNI",20212474,20212474,20212474,"Arturs Martins Zagars ","Arturs Zagars","A. Zagars","Zagars","202",FALSE,202,NA,1,"32",2,302,0,1,0,1,1,100,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-1,1,1,-5,0
1704505,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",85,2020,107,NA,NA,5126,101265,NA,76313,TRUE,3388,3388,1938,"Club Joventut Badalona","Joventut","CJB",3382,1951,"Unicaja","Unicaja","UNI",20200247,20200247,20200247,"Albert  Ventura Pedreño","Albert Ventura","A. Ventura","Ventura","202",FALSE,202,NA,1,"14",3,1088,1,1,100,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3,0,2,0,0,9,0
1704504,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",85,2020,107,NA,NA,5126,101265,NA,76314,TRUE,3388,3388,1938,"Club Joventut Badalona","Joventut","CJB",3382,1951,"Unicaja","Unicaja","UNI",20211660,20211660,20211660,"Xabier  López-Arostegui Eskauriaza","Xabi López-Arostegui","López-Arostegui","López-A.","202",FALSE,202,NA,1,"6",9,1318,1,2,50,1,5,20,4,4,100,2,2,4,0,0,0,2,0,0,0,2,2,8,1,0,-13,0
1704500,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",85,2020,107,NA,NA,5126,101265,NA,76319,TRUE,3388,3388,1938,"Club Joventut Badalona","Joventut","CJB",3382,1951,"Unicaja","Unicaja","UNI",20202172,20202172,20202172,"Ante  Tomic ","Ante Tomic","A. Tomic","Tomic","202",FALSE,202,NA,1,"88",17,1447,0,0,0,7,13,53,3,3,100,5,2,7,0,1,4,0,0,0,1,4,5,16,1,0,-11,0
1704498,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",85,2020,107,NA,NA,5126,101265,NA,76495,FALSE,3382,3388,1938,"Club Joventut Badalona","Joventut","CJB",3382,1951,"Unicaja","Unicaja","UNI",20212773,20212773,20212773,"Volodymyr Herun ","Volodymyr Gerun","V. Gerun","Gerun","202",FALSE,202,NA,1,"52",6,1099,0,0,0,3,4,75,0,0,0,6,0,6,0,0,0,0,0,0,0,3,0,8,0,1,9,0
1704497,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",85,2020,107,NA,NA,5126,101265,NA,76496,FALSE,3382,3388,1938,"Club Joventut Badalona","Joventut","CJB",3382,1951,"Unicaja","Unicaja","UNI",20210707,20210707,20210707,"Rubén  Guerrero Pino","Rubén Guerrero","R. Guerrero","Guerrero","202",FALSE,202,NA,1,"32",0,352,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,-11,0
