"id","id_competition","competition_name","competition_official_name","competition_initial_date","competition_final_date","competition_url_image","competition_url_image_negative","id_edition","edition_year","id_phase","id_subphase","id_round","id_matchweek","id_match","period","id_edition_license_team","is_local","id_team","id_local_team","local_team_id_team_denomination","local_team_team_actual_name","local_team_team_actual_short_name","local_team_team_abbrev_name","id_visitor_team","visitor_team_id_team_denomination","visitor_team_team_actual_name","visitor_team_team_actual_short_name","visitor_team_team_abbrev_name","id_license","license_id","license_id_person","license_licenseStr","license_licenseStr15","license_licenseAbbrev","license_licenseNick","license_id_type","license_active","id_license_type","id_license_subtype","matches","pno","points","time_played","3pt_success","3pt_tried","3pt_percentage","2pt_success","2pt_tried","2pt_percentage","1pt_success","1pt_tried","1pt_percentage","defensive_rebound","offensive_rebound","total_rebound","asis","steals","turnovers","counter_attack","blocks","received_blocks","dunks","personal_fouls","received_fouls","val","starting","playing","differential","disqualified"
1884902,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",86,2021,107,NA,NA,5409,102921,NA,NA,FALSE,3672,3671,2275,"Unicaja","Unicaja","UNI",3672,2276,"Monbus Obradoiro","Monbus Obra","MOB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,2,3,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0
1884894,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",86,2021,107,NA,NA,5409,102921,NA,82439,FALSE,3672,3671,2275,"Unicaja","Unicaja","UNI",3672,2276,"Monbus Obradoiro","Monbus Obra","MOB",30001187,30001187,21100954,"Braydon Alexander Hobbs ","Braydon Hobbs","B. Hobbs","Hobbs","202",FALSE,202,NA,1,"3",3,660,1,2,50,0,0,0,0,0,0,1,0,1,3,1,2,0,0,0,0,0,0,5,0,0,-7,0
1884891,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",86,2021,107,NA,NA,5409,102921,NA,82447,FALSE,3672,3671,2275,"Unicaja","Unicaja","UNI",3672,2276,"Monbus Obradoiro","Monbus Obra","MOB",20204146,20204146,20204146,"Alejandro Suárez Castro","Álex Suárez","A. Suárez","Suárez","202",FALSE,202,NA,1,"93",3,554,1,1,100,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,1,-6,0
1884884,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",86,2021,107,NA,NA,5409,102921,NA,82882,TRUE,3671,3671,2275,"Unicaja","Unicaja","UNI",3672,2276,"Monbus Obradoiro","Monbus Obra","MOB",20212218,20212218,20212218,"Michael Oluwaseun Eric ","Micheal Eric","M. Eric","Eric","202",FALSE,202,NA,1,"50",10,1538,0,0,0,5,7,71,0,0,0,3,3,6,2,0,3,0,2,0,1,1,1,15,1,0,6,0
1884881,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",86,2021,107,NA,NA,5409,102921,NA,82883,TRUE,3671,3671,2275,"Unicaja","Unicaja","UNI",3672,2276,"Monbus Obradoiro","Monbus Obra","MOB",30001238,30001238,21101041,"Norris Gene Cole II ","Norris Cole","N. Cole","Cole","202",FALSE,202,NA,1,"30",14,1178,2,3,66,4,6,66,0,0,0,0,0,0,2,1,0,2,0,0,0,2,0,12,1,1,-8,0
1884893,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",86,2021,107,NA,NA,5409,102921,NA,82445,FALSE,3672,3671,2275,"Unicaja","Unicaja","UNI",3672,2276,"Monbus Obradoiro","Monbus Obra","MOB",20200282,20200282,20200282,"Álvaro Muñoz Borchers","Álvaro Muñoz","Á. Muñoz","Muñoz","202",FALSE,202,NA,1,"33",2,792,0,2,0,1,1,100,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,-12,0
1884885,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",86,2021,107,NA,NA,5409,102921,NA,82511,TRUE,3671,3671,2275,"Unicaja","Unicaja","UNI",3672,2276,"Monbus Obradoiro","Monbus Obra","MOB",30000479,30000479,21100420,"Yannick  Nzosa Manzila","Yannick Nzosa","Y. Nzosa","Nzosa","202",FALSE,202,NA,1,"33",6,809,0,0,0,2,5,40,2,2,100,1,0,1,0,1,2,0,0,0,0,0,1,4,0,0,-1,0
1884896,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",86,2021,107,NA,NA,5409,102921,NA,82440,FALSE,3672,3671,2275,"Unicaja","Unicaja","UNI",3672,2276,"Monbus Obradoiro","Monbus Obra","MOB",30001167,30001167,21100994,"Fernando Zurbriggen ","Fernando Zurbriggen","F. Zurbriggen","Zurbriggen","202",FALSE,202,NA,1,"5",10,1103,1,1,100,3,5,60,1,1,100,1,2,3,2,2,3,2,0,0,0,1,3,14,1,0,-5,0
1884900,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",86,2021,107,NA,NA,5409,102921,NA,82444,FALSE,3672,3671,2275,"Unicaja","Unicaja","UNI",3672,2276,"Monbus Obradoiro","Monbus Obra","MOB",30001166,30001166,21100993,"Thomas Ryan Scrubb ","Thomas Scrubb","T. Scrubb","Scrubb","202",FALSE,202,NA,1,"1",9,1485,1,3,33,2,5,40,2,2,100,2,1,3,1,2,0,2,0,0,0,2,1,9,1,1,0,0
1884899,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",86,2021,107,NA,NA,5409,102921,NA,82446,FALSE,3672,3671,2275,"Unicaja","Unicaja","UNI",3672,2276,"Monbus Obradoiro","Monbus Obra","MOB",30001168,30001168,21100995,"Marko Filipovity ","Marko Filipovity","M. Filipovity","Filipovity","202",FALSE,202,NA,1,"35",2,304,0,1,0,1,1,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-5,0
