"id","id_competition","competition_name","competition_official_name","competition_initial_date","competition_final_date","competition_url_image","competition_url_image_negative","id_edition","edition_year","id_phase","id_subphase","id_round","id_matchweek","id_match","period","id_edition_license_team","is_local","id_team","id_local_team","local_team_id_team_denomination","local_team_team_actual_name","local_team_team_actual_short_name","local_team_team_abbrev_name","id_visitor_team","visitor_team_id_team_denomination","visitor_team_team_actual_name","visitor_team_team_actual_short_name","visitor_team_team_abbrev_name","id_license","license_id","license_id_person","license_licenseStr","license_licenseStr15","license_licenseAbbrev","license_licenseNick","license_id_type","license_active","id_license_type","id_license_subtype","matches","pno","points","time_played","3pt_success","3pt_tried","3pt_percentage","2pt_success","2pt_tried","2pt_percentage","1pt_success","1pt_tried","1pt_percentage","defensive_rebound","offensive_rebound","total_rebound","asis","steals","turnovers","counter_attack","blocks","received_blocks","dunks","personal_fouls","received_fouls","val","starting","playing","differential","disqualified"
1510648,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",63,1998,107,NA,NA,1609,9899,NA,NA,FALSE,1217,1222,864,"TDK Manresa","TDK Manresa","MAN",1217,1464,"Girona Gavis","Girona Gavis","GIR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,1,0,0,0,0,0,0,2,0,0,0,NA
1510649,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",63,1998,107,NA,NA,1609,9899,NA,NA,TRUE,1222,1222,864,"TDK Manresa","TDK Manresa","MAN",1217,1464,"Girona Gavis","Girona Gavis","GIR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,4,1,5,0,1,1,0,0,0,0,0,0,5,0,0,0,NA
1510647,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",63,1998,107,NA,NA,1609,9899,NA,40874,FALSE,1217,1222,864,"TDK Manresa","TDK Manresa","MAN",1217,1464,"Girona Gavis","Girona Gavis","GIR",20201491,20201491,20201491,"Oriol Rabert Llora","Oriol Rabert","O. Rabert","Rabert","202",FALSE,202,NA,1,"4",0,67,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,NA
1510646,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",63,1998,107,NA,NA,1609,9899,NA,40873,FALSE,1217,1222,864,"TDK Manresa","TDK Manresa","MAN",1217,1464,"Girona Gavis","Girona Gavis","GIR",20201441,20201441,20201441,"Larry Alexander Stewart","Larry Stewart","L. Stewart","Stewart","202",FALSE,202,NA,1,"10",19,2093,1,4,25,7,13,53.85,2,4,50,5,2,7,0,0,0,0,0,1,0,4,4,14,1,0,0,NA
1510645,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",63,1998,107,NA,NA,1609,9899,NA,40957,TRUE,1222,1222,864,"TDK Manresa","TDK Manresa","MAN",1217,1464,"Girona Gavis","Girona Gavis","GIR",20201351,20201351,20201351,"Pere Capdevila Bernaus","Pere Capdevila","P. Capdevila","Capdevila","202",FALSE,202,NA,1,"6",9,1450,0,0,0,4,5,80,1,2,50,1,0,1,0,1,0,0,0,0,0,3,1,7,1,0,0,NA
1510644,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",63,1998,107,NA,NA,1609,9899,NA,40956,TRUE,1222,1222,864,"TDK Manresa","TDK Manresa","MAN",1217,1464,"Girona Gavis","Girona Gavis","GIR",20201194,20201194,20300916,"Francisco Vázquez Duckitt","Paco Vázquez","P. Vázquez","Vázquez","202",FALSE,202,NA,1,"9",2,1039,0,3,0,0,1,0,2,4,50,1,0,1,0,0,1,0,0,0,0,1,2,-3,0,0,0,NA
1510643,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",63,1998,107,NA,NA,1609,9899,NA,40955,TRUE,1222,1222,864,"TDK Manresa","TDK Manresa","MAN",1217,1464,"Girona Gavis","Girona Gavis","GIR",20201148,20201148,20201148,"Ramón Moya Pérez","Ramón Moya","R. Moya","Moya","202",FALSE,202,NA,1,"8",1,676,0,0,0,0,2,0,1,2,50,2,0,2,0,0,0,0,0,1,0,0,2,1,0,0,0,NA
1510642,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",63,1998,107,NA,NA,1609,9899,NA,40869,FALSE,1217,1222,864,"TDK Manresa","TDK Manresa","MAN",1217,1464,"Girona Gavis","Girona Gavis","GIR",20201048,20201048,20201048,"Gerard Darnés Soms","Gerard Darnés","G. Darnés","Darnés","202",FALSE,202,NA,1,"9",0,485,0,0,0,0,2,0,0,0,0,1,1,2,1,0,0,0,0,0,0,2,2,1,0,0,0,NA
1510641,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",63,1998,107,NA,NA,1609,9899,NA,40868,FALSE,1217,1222,864,"TDK Manresa","TDK Manresa","MAN",1217,1464,"Girona Gavis","Girona Gavis","GIR",20200947,20200947,20200947,"Francesc Xavier Solana Tomás","Francesc Solana","F. Solana","Solana","202",FALSE,202,NA,1,"13",10,1848,1,4,25,1,4,25,5,7,71.43,2,2,4,0,2,4,0,1,1,0,2,5,7,1,0,0,NA
1510640,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",63,1998,107,NA,NA,1609,9899,NA,40954,TRUE,1222,1222,864,"TDK Manresa","TDK Manresa","MAN",1217,1464,"Girona Gavis","Girona Gavis","GIR",20200910,20200910,20200910,"Lisard González Termens","Lisard González","L. González","González","202",FALSE,202,NA,1,"14",5,566,1,1,100,1,1,100,0,1,0,0,0,0,0,0,1,0,0,0,0,3,1,1,0,0,0,NA
