"id_competition","competition_name","competition_official_name","competition_url_image","competition_url_image_negative","id_edition","edition_year","id_phase","id_match","id_license","license_id","license_id_person","license_licenseStr","license_licenseStr15","license_licenseAbbrev","license_licenseNick","license_id_type","license_active","id_license_type","id_license_subtype","id_team","team_id_team_denomination","team_team_actual_name","team_team_actual_short_name","team_team_abbrev_name","order","id_playbyplaytype","type_description","type_normalized_description","shirt_number","local","period","minute","second","crono","score_local","score_visitor","posX","posY","wall_clock","statistics_3pt_success","statistics_3pt_tried","statistics_2pt_success","statistics_2pt_tried","statistics_1pt_success","statistics_1pt_tried","statistics_total_rebound","statistics_asis","statistics_steals","statistics_turnovers","statistics_blocks","statistics_personal_fouls","statistics_received_fouls","statistics_points","...1"
3,"Supercopa","Supercopa Endesa","https://static.acb.com/img/14/39/3/27868634006.png","https://static.acb.com/img/1c/1a/3d/27940034120.png",91,2026,103,105681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,401,121,"Inicio Periodo","Start of the Quarter",NA,FALSE,1,10,0,00:10:00,0,0,0,0,64757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,"Supercopa","Supercopa Endesa","https://static.acb.com/img/14/39/3/27868634006.png","https://static.acb.com/img/1c/1a/3d/27940034120.png",91,2026,103,105681,20210828,20210828,20210828,"Emir  Sulejmanovic ","Emir Sulejmanovic","E. Sulejmanovic","Sulejmanovic",202,FALSE,202,NA,4482,3417,"Asisa Joventut","Asisa Joventut","JOV",501,178,"Salto ganado","Won jump","19",TRUE,1,10,0,00:10:00,0,0,0,0,64847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3,"Supercopa","Supercopa Endesa","https://static.acb.com/img/14/39/3/27868634006.png","https://static.acb.com/img/1c/1a/3d/27940034120.png",91,2026,103,105681,20211797,20211797,20211797,"Rodions  Kurucs ","Rodions Kurucs","R. Kurucs","Kurucs",202,FALSE,202,NA,4484,3418,"Kosner Baskonia","Kosner Baskonia","BKN",601,179,"Salto perdido","Lost jump","7",FALSE,1,10,0,00:10:00,0,0,0,0,64847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3,"Supercopa","Supercopa Endesa","https://static.acb.com/img/14/39/3/27868634006.png","https://static.acb.com/img/1c/1a/3d/27940034120.png",91,2026,103,105681,30004878,30004878,21104384,"Kobi Jordan Simmons ","Kobi Simmons","K. Simmons","Simmons",202,FALSE,202,NA,4484,3418,"Kosner Baskonia","Kosner Baskonia","BKN",1401,159,"Personal no TL","Foul No FT","2",FALSE,1,9,47,00:09:47,0,0,0,0,64993,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA
3,"Supercopa","Supercopa Endesa","https://static.acb.com/img/14/39/3/27868634006.png","https://static.acb.com/img/1c/1a/3d/27940034120.png",91,2026,103,105681,20201871,20201871,20201871,"Ricard  Rubio Vives","Ricky Rubio","R. Rubio","Rubio",202,FALSE,202,NA,4482,3417,"Asisa Joventut","Asisa Joventut","JOV",1501,110,"Falta recibida","Foul Received","9",TRUE,1,9,47,00:09:47,0,0,0,0,64993,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA
3,"Supercopa","Supercopa Endesa","https://static.acb.com/img/14/39/3/27868634006.png","https://static.acb.com/img/1c/1a/3d/27940034120.png",91,2026,103,105681,20201871,20201871,20201871,"Ricard  Rubio Vives","Ricky Rubio","R. Rubio","Rubio",202,FALSE,202,NA,4482,3417,"Asisa Joventut","Asisa Joventut","JOV",1701,93,"Canasta de 2","2-Point Shot Made","9",TRUE,1,9,42,00:09:42,2,0,281,-3229,65013,0,0,1,1,0,0,0,0,0,0,0,0,1,2,NA
3,"Supercopa","Supercopa Endesa","https://static.acb.com/img/14/39/3/27868634006.png","https://static.acb.com/img/1c/1a/3d/27940034120.png",91,2026,103,105681,30003966,30003966,21103485,"Christopher  Theoret Duarte","Chris Duarte","C. Duarte","Duarte",202,FALSE,202,NA,4484,3418,"Kosner Baskonia","Kosner Baskonia","BKN",1801,106,"Pérdida","Turnover","5",FALSE,1,9,24,00:09:24,2,0,0,0,65031,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA
3,"Supercopa","Supercopa Endesa","https://static.acb.com/img/14/39/3/27868634006.png","https://static.acb.com/img/1c/1a/3d/27940034120.png",91,2026,103,105681,20204133,20204133,20204133,"Alejandro  Reyes Abad","Álex Reyes","A. Reyes","Reyes",202,FALSE,202,NA,4482,3417,"Asisa Joventut","Asisa Joventut","JOV",1901,103,"Recuperación","Steal","18",TRUE,1,9,24,00:09:24,2,0,0,0,65031,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA
3,"Supercopa","Supercopa Endesa","https://static.acb.com/img/14/39/3/27868634006.png","https://static.acb.com/img/1c/1a/3d/27940034120.png",91,2026,103,105681,20204133,20204133,20204133,"Alejandro  Reyes Abad","Álex Reyes","A. Reyes","Reyes",202,FALSE,202,NA,4482,3417,"Asisa Joventut","Asisa Joventut","JOV",2001,100,"Mate","Dunk","18",TRUE,1,9,21,00:09:21,4,0,0,0,65034,0,0,1,1,0,0,0,0,1,0,0,0,0,2,NA
3,"Supercopa","Supercopa Endesa","https://static.acb.com/img/14/39/3/27868634006.png","https://static.acb.com/img/1c/1a/3d/27940034120.png",91,2026,103,105681,20210828,20210828,20210828,"Emir  Sulejmanovic ","Emir Sulejmanovic","E. Sulejmanovic","Sulejmanovic",202,FALSE,202,NA,4482,3417,"Asisa Joventut","Asisa Joventut","JOV",2501,159,"Personal no TL","Foul No FT","19",TRUE,1,9,5,00:09:05,4,0,0,0,65059,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA
3,"Supercopa","Supercopa Endesa","https://static.acb.com/img/14/39/3/27868634006.png","https://static.acb.com/img/1c/1a/3d/27940034120.png",91,2026,103,105681,20211797,20211797,20211797,"Rodions  Kurucs ","Rodions Kurucs","R. Kurucs","Kurucs",202,FALSE,202,NA,4484,3418,"Kosner Baskonia","Kosner Baskonia","BKN",2601,110,"Falta recibida","Foul Received","7",FALSE,1,9,5,00:09:05,4,0,0,0,65059,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA
3,"Supercopa","Supercopa Endesa","https://static.acb.com/img/14/39/3/27868634006.png","https://static.acb.com/img/1c/1a/3d/27940034120.png",91,2026,103,105681,30005346,30005346,21104824,"Devvajne Stevvart Jr","DJ Stewart Jr","DJ Stewart","Stewart",202,FALSE,202,NA,4484,3418,"Kosner Baskonia","Kosner Baskonia","BKN",2801,98,"Intento fallado de 3","3-Point Shot Missed","3",FALSE,1,8,57,00:08:57,4,0,4737,5498,65088,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
3,"Supercopa","Supercopa Endesa","https://static.acb.com/img/14/39/3/27868634006.png","https://static.acb.com/img/1c/1a/3d/27940034120.png",91,2026,103,105681,20201871,20201871,20201871,"Ricard  Rubio Vives","Ricky Rubio","R. Rubio","Rubio",202,FALSE,202,NA,4482,3417,"Asisa Joventut","Asisa Joventut","JOV",2901,104,"Rebote Defensivo","Defensive Rebound","9",TRUE,1,8,57,00:08:57,4,0,1099,298,65088,0,0,1,1,0,0,1,0,0,0,0,0,1,2,NA
3,"Supercopa","Supercopa Endesa","https://static.acb.com/img/14/39/3/27868634006.png","https://static.acb.com/img/1c/1a/3d/27940034120.png",91,2026,103,105681,20204133,20204133,20204133,"Alejandro  Reyes Abad","Álex Reyes","A. Reyes","Reyes",202,FALSE,202,NA,4482,3417,"Asisa Joventut","Asisa Joventut","JOV",3001,98,"Intento fallado de 3","3-Point Shot Missed","18",TRUE,1,8,45,00:08:45,4,0,3826,-6173,65100,0,1,1,1,0,0,0,0,1,0,0,0,0,2,NA
3,"Supercopa","Supercopa Endesa","https://static.acb.com/img/14/39/3/27868634006.png","https://static.acb.com/img/1c/1a/3d/27940034120.png",91,2026,103,105681,20210830,20210830,20210830,"Tadas Sedekerskis","Tadas Sedekerskis","T. Sedekerskis","Sedekerskis",202,FALSE,202,NA,4484,3418,"Kosner Baskonia","Kosner Baskonia","BKN",3101,104,"Rebote Defensivo","Defensive Rebound","8",FALSE,1,8,45,00:08:45,4,0,1310,2256,65100,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA
3,"Supercopa","Supercopa Endesa","https://static.acb.com/img/14/39/3/27868634006.png","https://static.acb.com/img/1c/1a/3d/27940034120.png",91,2026,103,105681,30005413,30005413,21104890,"Rejean Amor Ellis","Boogie Ellis","B. Ellis","Ellis",202,FALSE,202,NA,4482,3417,"Asisa Joventut","Asisa Joventut","JOV",3401,159,"Personal no TL","Foul No FT","3",TRUE,1,8,40,00:08:40,4,0,0,0,65111,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA
3,"Supercopa","Supercopa Endesa","https://static.acb.com/img/14/39/3/27868634006.png","https://static.acb.com/img/1c/1a/3d/27940034120.png",91,2026,103,105681,20210830,20210830,20210830,"Tadas Sedekerskis","Tadas Sedekerskis","T. Sedekerskis","Sedekerskis",202,FALSE,202,NA,4484,3418,"Kosner Baskonia","Kosner Baskonia","BKN",3501,110,"Falta recibida","Foul Received","8",FALSE,1,8,40,00:08:40,4,0,0,0,65111,0,0,0,0,0,0,1,0,0,0,0,0,1,0,NA
3,"Supercopa","Supercopa Endesa","https://static.acb.com/img/14/39/3/27868634006.png","https://static.acb.com/img/1c/1a/3d/27940034120.png",91,2026,103,105681,20210828,20210828,20210828,"Emir  Sulejmanovic ","Emir Sulejmanovic","E. Sulejmanovic","Sulejmanovic",202,FALSE,202,NA,4482,3417,"Asisa Joventut","Asisa Joventut","JOV",3801,161,"Personal 2TL","Foul 2FT","19",TRUE,1,8,31,00:08:31,4,0,0,0,65142,0,0,0,0,0,0,0,0,0,0,0,2,0,0,NA
3,"Supercopa","Supercopa Endesa","https://static.acb.com/img/14/39/3/27868634006.png","https://static.acb.com/img/1c/1a/3d/27940034120.png",91,2026,103,105681,30004878,30004878,21104384,"Kobi Jordan Simmons ","Kobi Simmons","K. Simmons","Simmons",202,FALSE,202,NA,4484,3418,"Kosner Baskonia","Kosner Baskonia","BKN",3901,110,"Falta recibida","Foul Received","2",FALSE,1,8,31,00:08:31,4,0,0,0,65142,0,0,0,0,0,0,0,0,0,0,0,1,1,0,NA
3,"Supercopa","Supercopa Endesa","https://static.acb.com/img/14/39/3/27868634006.png","https://static.acb.com/img/1c/1a/3d/27940034120.png",91,2026,103,105681,20210828,20210828,20210828,"Emir  Sulejmanovic ","Emir Sulejmanovic","E. Sulejmanovic","Sulejmanovic",202,FALSE,202,NA,4482,3417,"Asisa Joventut","Asisa Joventut","JOV",4101,115,"Sale Pista","Substitution - Out","19",TRUE,1,8,31,00:08:31,4,0,0,0,65147,0,0,0,0,0,0,0,0,0,0,0,2,0,0,NA
