"id","id_competition","competition_name","competition_official_name","competition_initial_date","competition_final_date","competition_url_image","competition_url_image_negative","id_edition","edition_year","id_phase","id_subphase","id_round","id_matchweek","id_match","period","id_edition_license_team","is_local","id_team","id_local_team","local_team_id_team_denomination","local_team_team_actual_name","local_team_team_actual_short_name","local_team_team_abbrev_name","id_visitor_team","visitor_team_id_team_denomination","visitor_team_team_actual_name","visitor_team_team_actual_short_name","visitor_team_team_abbrev_name","match_number","points","time_played","3pt_success","3pt_tried","3pt_percentage","2pt_success","2pt_tried","2pt_percentage","1pt_success","1pt_tried","1pt_percentage","defensive_rebound","offensive_rebound","total_rebound","asis","steals","turnovers","counter_attack","blocks","received_blocks","dunks","personal_fouls","received_fouls","val","differential","tournament_number2","defeats","victories","tie","team_score","rival_team_score","timeouts","time_as_leader","leader_changes","maximun_difference","points_after_steal","points_in_the_paint","second_opportinity_points","bench_points","best_streak"
1676748,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",84,2019,107,NA,NA,2903,18643,NA,NA,TRUE,3303,3303,924,"UCAM Murcia CB","UCAM Murcia CB","UCB",3293,1958,"Coosur Real Betis","Coosur Betis","BET",1,90,12000,14,31,45,22,39,56,4,7,57,27,12,39,15,5,9,0,2,2,1,25,18,96,60,-1,0,13,0,90,78,2,1366,3,12,9,44,9,40,9
1676749,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",84,2019,107,NA,NA,2903,18643,NA,NA,FALSE,3293,3303,924,"UCAM Murcia CB","UCAM Murcia CB","UCB",3293,1958,"Coosur Real Betis","Coosur Betis","BET",1,78,12000,10,24,41,15,35,42,18,25,72,22,10,32,16,5,7,0,2,2,1,18,24,89,-60,-1,13,0,0,78,90,3,817,2,9,8,30,11,28,8
1676693,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",84,2019,107,NA,NA,2903,18641,NA,NA,FALSE,3301,3300,659,"Club Joventut Badalona","Joventut","JOV",3301,2418,"Real Madrid","Real Madrid","RMB",1,88,12000,13,28,46,18,31,58,13,15,86,35,9,44,13,4,19,0,4,3,2,21,20,100,95,-1,0,13,0,88,69,2,2180,6,26,7,36,8,46,8
1676692,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",84,2019,107,NA,NA,2903,18641,NA,NA,TRUE,3300,3300,659,"Club Joventut Badalona","Joventut","JOV",3301,2418,"Real Madrid","Real Madrid","RMB",1,69,12000,3,25,12,27,55,49,6,12,50,18,18,36,18,5,11,0,3,4,1,20,21,61,-95,-1,13,0,0,69,88,4,70,6,3,14,54,6,20,7
1676777,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",84,2019,107,NA,NA,2903,18644,NA,NA,FALSE,3291,3304,2036,"Monbus Obradoiro","Monbus Obra","MOB",3291,2041,"Barça","Barça","BAR",1,92,12000,3,12,25,27,50,54,29,35,82,23,20,43,16,9,13,0,3,3,5,19,25,115,30,-1,0,13,0,92,86,4,1557,8,11,6,54,14,22,8
1676776,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",84,2019,107,NA,NA,2903,18644,NA,NA,TRUE,3304,3304,2036,"Monbus Obradoiro","Monbus Obra","MOB",3291,2041,"Barça","Barça","BAR",1,86,12000,15,36,41,16,34,47,9,14,64,13,17,30,21,6,12,0,3,3,3,25,18,80,-30,-1,13,0,0,86,92,5,430,7,5,12,32,14,35,6
1676803,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",84,2019,107,NA,NA,2903,18645,NA,NA,TRUE,3292,3292,1959,"Kirolbet Baskonia","Kirolbet Bk","KBA",3297,2039,"Movistar Estudiantes","Movistar Estu","MOV",1,105,12000,11,22,50,29,47,61,14,18,77,33,6,39,22,4,9,0,4,1,9,20,18,129,115,-1,0,13,0,105,82,2,1657,3,25,9,58,2,50,10
1676804,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",84,2019,107,NA,NA,2903,18645,NA,NA,FALSE,3297,3292,1959,"Kirolbet Baskonia","Kirolbet Bk","KBA",3297,2039,"Movistar Estudiantes","Movistar Estu","MOV",1,82,12000,12,27,44,14,35,40,18,21,85,25,5,30,18,3,10,0,1,4,1,18,20,83,-115,-1,12,0,0,82,105,3,547,2,6,2,28,0,22,6
1676832,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",84,2019,107,NA,NA,2903,18646,NA,NA,FALSE,3307,3296,374,"Herbalife Gran Canaria","Herbalife GC","HGC",3307,1961,"Casademont Zaragoza","Casademont Zgz","CAZ",1,79,12000,8,17,47,22,38,57,11,18,61,28,6,34,10,7,14,0,5,2,6,22,21,86,30,-1,0,13,0,79,73,3,1882,2,13,8,44,9,36,10
1676831,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",84,2019,107,NA,NA,2903,18646,NA,NA,TRUE,3296,3296,374,"Herbalife Gran Canaria","Herbalife GC","HGC",3307,1961,"Casademont Zaragoza","Casademont Zgz","CAZ",1,73,12000,10,30,33,13,32,40,17,20,85,24,12,36,18,9,12,0,2,5,3,21,22,80,-30,-1,13,0,0,73,79,5,488,1,8,10,26,9,14,9
