"id","id_competition","competition_name","competition_official_name","competition_initial_date","competition_final_date","competition_url_image","competition_url_image_negative","id_edition","edition_year","id_phase","id_subphase","id_round","id_matchweek","id_match","period","id_edition_license_team","is_local","id_team","id_local_team","local_team_id_team_denomination","local_team_team_actual_name","local_team_team_actual_short_name","local_team_team_abbrev_name","id_visitor_team","visitor_team_id_team_denomination","visitor_team_team_actual_name","visitor_team_team_actual_short_name","visitor_team_team_abbrev_name","match_number","points","time_played","3pt_success","3pt_tried","3pt_percentage","2pt_success","2pt_tried","2pt_percentage","1pt_success","1pt_tried","1pt_percentage","defensive_rebound","offensive_rebound","total_rebound","asis","steals","turnovers","counter_attack","blocks","received_blocks","dunks","personal_fouls","received_fouls","val","differential","tournament_number2","defeats","victories","tie","team_score","rival_team_score","timeouts","time_as_leader","leader_changes","maximun_difference","points_after_steal","points_in_the_paint","second_opportinity_points","bench_points","best_streak"
1413817,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",74,2009,107,NA,NA,2123,13512,NA,NA,TRUE,1531,1531,512,"Lagun Aro GBC","Lagun Aro GBC","GBC",1535,876,"Suzuki Manresa","Suzuki Man.","MAN",1,77,12000,4,16,25,22,36,61.11,21,28,75,18,8,26,10,9,13,0,0,2,4,24,23,73,0,0,1,0,0,77,80,0,NA,0,0,0,0,0,0,0
1413818,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",74,2009,107,NA,NA,2123,13512,NA,NA,FALSE,1535,1531,512,"Lagun Aro GBC","Lagun Aro GBC","GBC",1535,876,"Suzuki Manresa","Suzuki Man.","MAN",1,80,12000,10,24,41.67,16,26,61.54,18,24,75,19,6,25,16,5,16,0,2,0,1,23,24,83,0,0,0,1,0,80,77,0,NA,0,0,0,0,0,0,0
1413845,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",74,2009,107,NA,NA,2123,13513,NA,NA,TRUE,1539,1539,1080,"Unicaja","Unicaja","UNI",1530,1206,"Ayuda en Acción Fuenlabrada","AeA Fuenlabrada","FUE",1,71,12000,7,21,33,21,43,48,8,16,50,21,10,31,16,6,9,0,3,0,2,22,20,72,0,0,12,0,0,71,74,0,0,0,0,0,0,0,0,0
1413846,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",74,2009,107,NA,NA,2123,13513,NA,NA,FALSE,1530,1539,1080,"Unicaja","Unicaja","UNI",1530,1206,"Ayuda en Acción Fuenlabrada","AeA Fuenlabrada","FUE",1,74,12000,12,28,42.86,12,27,44.44,14,21,66.67,26,12,38,13,4,19,0,0,3,1,20,22,71,0,0,0,1,0,74,71,0,NA,0,0,0,0,0,0,0
1413872,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",74,2009,107,NA,NA,2123,13514,NA,NA,FALSE,1526,1537,914,"CB Murcia","CB Murcia","MUR",1526,238,"Caja Laboral","Caja Laboral","CLA",1,88,12000,5,18,27.78,28,51,54.9,17,20,85,23,11,34,16,7,7,0,3,4,3,20,20,98,0,0,0,1,0,88,66,0,NA,0,0,0,0,0,0,0
1413871,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",74,2009,107,NA,NA,2123,13514,NA,NA,TRUE,1537,1537,914,"CB Murcia","CB Murcia","MUR",1526,238,"Caja Laboral","Caja Laboral","CLA",1,66,12000,8,21,38.1,14,36,38.89,14,19,73.68,25,9,34,9,5,17,0,4,3,1,20,20,58,0,0,1,0,0,66,88,0,NA,0,0,0,0,0,0,0
1413898,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",74,2009,107,NA,NA,2123,13515,NA,NA,FALSE,1532,1527,290,"Bizkaia Bilbao Basket","Bizkaia Bilbao","BBB",1532,13,"CB Granada","CB Granada","GRA",1,63,12000,4,18,22.22,18,35,51.43,15,23,65.22,21,11,32,10,8,12,0,1,2,3,20,25,66,0,0,1,0,0,63,74,0,NA,0,0,0,0,0,0,0
1413897,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",74,2009,107,NA,NA,2123,13515,NA,NA,TRUE,1527,1527,290,"Bizkaia Bilbao Basket","Bizkaia Bilbao","BBB",1532,13,"CB Granada","CB Granada","GRA",1,74,12000,10,28,35.71,18,29,62.07,8,14,57.14,22,11,33,17,7,12,0,2,1,2,25,20,80,0,0,0,1,0,74,63,0,NA,0,0,0,0,0,0,0
1413924,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",74,2009,107,NA,NA,2123,13516,NA,NA,TRUE,1541,1541,1288,"Meridiano Alicante","Meridiano Ali.","ALI",1536,1858,"Blancos de Rueda Valladolid","Blancos Rueda","BRV",1,80,12000,10,28,35.71,18,31,58.06,14,19,73.68,22,8,30,14,7,15,0,2,4,0,21,20,77,0,0,0,1,0,80,78,0,NA,0,0,0,0,0,0,0
1413925,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",74,2009,107,NA,NA,2123,13516,NA,NA,FALSE,1536,1541,1288,"Meridiano Alicante","Meridiano Ali.","ALI",1536,1858,"Blancos de Rueda Valladolid","Blancos Rueda","BRV",1,78,12000,7,21,33.33,21,37,56.76,15,20,75,26,7,33,11,7,14,0,4,2,4,20,21,83,0,0,1,0,0,78,80,0,NA,0,0,0,0,0,0,0
