"id","id_competition","competition_name","competition_official_name","competition_initial_date","competition_final_date","competition_url_image","competition_url_image_negative","id_edition","edition_year","id_phase","id_subphase","id_round","id_matchweek","id_match","period","id_edition_license_team","is_local","id_team","id_local_team","local_team_id_team_denomination","local_team_team_actual_name","local_team_team_actual_short_name","local_team_team_abbrev_name","id_visitor_team","visitor_team_id_team_denomination","visitor_team_team_actual_name","visitor_team_team_actual_short_name","visitor_team_team_abbrev_name","match_number","points","time_played","3pt_success","3pt_tried","3pt_percentage","2pt_success","2pt_tried","2pt_percentage","1pt_success","1pt_tried","1pt_percentage","defensive_rebound","offensive_rebound","total_rebound","asis","steals","turnovers","counter_attack","blocks","received_blocks","dunks","personal_fouls","received_fouls","val","differential","tournament_number2","defeats","victories","tie","team_score","rival_team_score","timeouts","time_as_leader","leader_changes","maximun_difference","points_after_steal","points_in_the_paint","second_opportinity_points","bench_points","best_streak"
1564861,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",57,1992,107,NA,NA,1321,7671,NA,NA,TRUE,1101,1101,1550,"Argal Huesca","Argal Huesca","HUE",1110,943,"Valencia Basket","Valencia Basket","VBC",1,81,12000,5,11,45,31,61,50,4,8,50,20,15,35,14,10,20,0,2,2,0,29,18,69,0,0,10,0,0,810,93,0,0,0,0,0,0,0,0,0
1564862,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",57,1992,107,NA,NA,1321,7671,NA,NA,FALSE,1110,1101,1550,"Argal Huesca","Argal Huesca","HUE",1110,943,"Valencia Basket","Valencia Basket","VBC",1,93,12000,12,23,52,19,34,55,19,30,63,23,14,37,16,9,22,0,2,2,1,18,29,107,0,0,0,10,0,930,81,0,0,0,0,0,0,0,0,0
1564686,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",57,1992,107,NA,NA,1321,7664,NA,NA,FALSE,1096,1094,83,"FC Barcelona Banca Catalana","FC Barcelona","FCB",1096,1348,"Dyc Breogán","Dyc Breogán","BRE",1,91,12000,4,15,26,34,51,66,11,16,68,14,12,26,18,11,17,0,2,2,2,16,18,98,0,0,9,0,0,819,95,0,0,0,0,0,0,0,0,0
1564685,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",57,1992,107,NA,NA,1321,7664,NA,NA,TRUE,1094,1094,83,"FC Barcelona Banca Catalana","FC Barcelona","FCB",1096,1348,"Dyc Breogán","Dyc Breogán","BRE",1,95,12000,4,13,30,35,56,62,13,18,72,20,19,39,20,9,18,0,2,2,3,18,16,108,0,0,0,10,0,950,91,0,0,0,0,0,0,0,0,0
1564737,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",57,1992,107,NA,NA,1321,7666,NA,NA,TRUE,1112,1112,1112,"Caja San Fernando","C. San Fernando","CSF",1099,1456,"Valvi Girona","Valvi Girona","GIR",1,85,13500,5,16,31,31,51,60,8,14,57,22,8,30,17,14,12,0,2,1,2,24,19,93,0,0,11,0,0,935,87,0,0,0,0,0,0,0,0,0
1564738,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",57,1992,107,NA,NA,1321,7666,NA,NA,FALSE,1099,1112,1112,"Caja San Fernando","C. San Fernando","CSF",1099,1456,"Valvi Girona","Valvi Girona","GIR",1,87,13500,2,5,40,31,57,54.39,19,25,76,25,8,33,14,13,12,0,1,2,4,19,24,104,0,0,0,1,0,87,85,0,NA,0,0,0,0,0,0,0
1564808,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",57,1992,107,NA,NA,1321,7669,NA,NA,TRUE,1098,1098,445,"Estudiantes Caja Postal","Estudiantes CP","EST",1093,1296,"Festina Andorra","Festina Andorra","AND",1,74,12000,6,18,33,25,47,53,6,13,46,21,13,34,15,13,10,0,2,2,3,14,16,87,0,0,0,9,0,666,71,0,0,0,0,0,0,0,0,0
1564809,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",57,1992,107,NA,NA,1321,7669,NA,NA,FALSE,1093,1098,445,"Estudiantes Caja Postal","Estudiantes CP","EST",1093,1296,"Festina Andorra","Festina Andorra","AND",1,71,12000,3,15,20,24,47,51.06,14,17,82.35,25,11,36,11,6,13,0,2,2,2,16,14,71,0,0,1,0,0,71,74,0,NA,0,0,0,0,0,0,0
1564886,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",57,1992,107,NA,NA,1321,7672,NA,NA,FALSE,1108,1106,852,"TDK Manresa","TDK Manresa","MAN",1108,1678,"Pescanova Ferrol","Pesca. Ferrol","FER",1,78,12000,4,14,28,26,50,52,14,17,82,19,9,28,13,12,15,0,2,3,3,27,15,66,0,0,11,0,0,858,94,0,0,0,0,0,0,0,0,0
1564885,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",57,1992,107,NA,NA,1321,7672,NA,NA,TRUE,1106,1106,852,"TDK Manresa","TDK Manresa","MAN",1108,1678,"Pescanova Ferrol","Pesca. Ferrol","FER",1,94,12000,0,5,0,37,55,67.27,20,26,76.92,24,8,32,16,12,15,0,3,2,3,15,27,123,0,0,0,1,0,94,78,0,NA,0,0,0,0,0,0,0
