"id","id_competition","competition_name","competition_official_name","competition_initial_date","competition_final_date","competition_url_image","competition_url_image_negative","id_edition","edition_year","id_phase","id_subphase","id_round","id_matchweek","id_match","period","id_edition_license_team","is_local","id_team","id_local_team","local_team_id_team_denomination","local_team_team_actual_name","local_team_team_actual_short_name","local_team_team_abbrev_name","id_visitor_team","visitor_team_id_team_denomination","visitor_team_team_actual_name","visitor_team_team_actual_short_name","visitor_team_team_abbrev_name","match_number","points","time_played","x3pt_success","x3pt_tried","x3pt_percentage","x2pt_success","x2pt_tried","x2pt_percentage","x1pt_success","x1pt_tried","x1pt_percentage","defensive_rebound","offensive_rebound","total_rebound","asis","steals","turnovers","counter_attack","blocks","received_blocks","dunks","personal_fouls","received_fouls","val","differential","tournament_number2","defeats","victories","tie","team_score","rival_team_score","timeouts","time_as_leader","leader_changes","maximun_difference","points_after_steal","points_in_the_paint","second_opportinity_points","bench_points","best_streak"
2136487,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",90,2025,107,NA,NA,5884,104462,NA,NA,FALSE,4395,4387,2661,"Hiopos Lleida","Hiopos Lleida","HIO",4395,2669,"Río Breogán","Río Breogán","BRE",1,68,12000,8,32,25,14,35,40,16,23,69,23,15,38,17,5,12,0,6,5,4,19,22,68,-95,-1,13,0,0,68,87,4,0,0,0,1,24,10,29,5
2136486,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",90,2025,107,NA,NA,5884,104462,NA,NA,TRUE,4387,4387,2661,"Hiopos Lleida","Hiopos Lleida","HIO",4395,2669,"Río Breogán","Río Breogán","BRE",1,87,12000,8,27,29,27,43,62,9,19,47,33,15,48,27,8,14,22,5,5,5,23,19,107,95,-1,0,13,0,87,68,1,2338,0,19,8,46,10,43,8
2136295,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",90,2025,107,NA,NA,5884,104461,NA,NA,FALSE,4396,4391,2665,"La Laguna Tenerife","La Laguna TFE","LLT",4396,2725,"BAXI Manresa","BAXI Manresa","BAX",1,93,12000,7,19,36,28,50,56,16,18,88,21,8,29,23,4,15,9,2,1,5,27,17,89,-55,-1,13,0,0,93,104,5,424,5,5,3,54,8,55,8
2136294,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",90,2025,107,NA,NA,5884,104461,NA,NA,TRUE,4391,4391,2665,"La Laguna Tenerife","La Laguna TFE","LLT",4396,2725,"BAXI Manresa","BAXI Manresa","BAX",1,104,12000,11,27,40,23,42,54,25,28,89,24,14,38,16,10,13,7,1,2,5,18,26,124,55,-1,0,13,0,104,93,2,1712,6,17,9,42,16,27,11
2136131,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",90,2025,107,NA,NA,5884,104460,NA,NA,FALSE,4399,4402,2680,"Recoletas Salud San Pablo Burgos","Recoletas Salud","BUR",4399,2728,"Bàsquet Girona","Bàsquet Girona","GIR",1,79,12000,5,30,16,20,36,55,24,33,72,26,8,34,23,10,18,15,1,3,0,28,25,73,-90,-1,13,0,0,79,97,5,18,1,1,2,34,0,48,6
2136130,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",90,2025,107,NA,NA,5884,104460,NA,NA,TRUE,4402,4402,2680,"Recoletas Salud San Pablo Burgos","Recoletas Salud","BUR",4399,2728,"Bàsquet Girona","Bàsquet Girona","GIR",1,97,12000,8,33,24,23,38,60,27,34,79,32,13,45,15,15,15,8,3,1,2,26,27,113,90,-1,0,13,0,97,79,2,2369,1,26,10,46,8,31,18
2135967,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",90,2025,107,NA,NA,5884,104459,NA,NA,FALSE,4389,4384,2658,"Unicaja","Unicaja","UNI",4389,2711,"Surne Bilbao Basket","Surne Bilbao","SBB",1,68,12000,6,23,26,16,33,48,18,28,64,22,8,30,13,9,15,2,3,0,4,22,25,67,-90,-1,13,0,0,68,86,4,564,3,6,0,28,4,23,7
2135966,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",90,2025,107,NA,NA,5884,104459,NA,NA,TRUE,4384,4384,2658,"Unicaja","Unicaja","UNI",4389,2711,"Surne Bilbao Basket","Surne Bilbao","SBB",1,86,12000,7,18,38,25,43,58,15,22,68,26,11,37,26,7,17,8,0,3,4,25,22,97,90,-1,0,13,0,86,68,3,1746,3,20,4,42,9,36,13
2140315,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",90,2025,107,NA,NA,5885,104476,NA,NA,FALSE,4388,4398,2710,"Baskonia","Baskonia","BKN",4388,2662,"Real Madrid","Real Madrid","RMB",1,100,12000,10,29,34,22,37,59,26,28,92,19,10,29,19,9,15,4,2,0,4,25,22,105,-25,-1,13,0,0,100,105,5,1783,4,20,5,40,7,57,10
2140314,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",90,2025,107,NA,NA,5885,104476,NA,NA,TRUE,4398,4398,2710,"Baskonia","Baskonia","BKN",4388,2662,"Real Madrid","Real Madrid","RMB",1,105,12000,9,25,36,23,34,67,32,34,94,22,7,29,19,11,14,17,0,2,3,24,24,119,25,-1,0,13,0,105,100,3,474,5,9,4,44,9,47,11
2140137,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",90,2025,107,NA,NA,5885,104475,NA,NA,FALSE,4402,4389,2711,"Surne Bilbao Basket","Surne Bilbao","SBB",4402,2680,"Recoletas Salud San Pablo Burgos","Recoletas Salud","BUR",1,85,12000,6,29,20,21,45,46,25,31,80,25,13,38,18,8,15,12,1,2,0,30,26,76,-50,-1,13,0,0,85,95,5,238,3,5,6,38,8,48,8
2140136,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",90,2025,107,NA,NA,5885,104475,NA,NA,TRUE,4389,4389,2711,"Surne Bilbao Basket","Surne Bilbao","SBB",4402,2680,"Recoletas Salud San Pablo Burgos","Recoletas Salud","BUR",1,95,12000,6,29,20,23,37,62,31,44,70,31,12,43,18,5,15,12,2,1,4,27,28,98,50,-1,0,13,0,95,85,4,2039,4,21,5,44,8,48,16
2140051,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",90,2025,107,NA,NA,5885,104474,NA,NA,FALSE,4397,4395,2669,"Río Breogán","Río Breogán","BRE",4397,2671,"Valencia Basket","Valencia Basket","VBC",1,113,12000,19,39,48,19,33,57,18,23,78,22,19,41,28,8,14,23,5,3,6,26,21,134,115,-1,0,13,0,113,90,1,1334,2,23,4,32,15,53,14
2140050,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",90,2025,107,NA,NA,5885,104474,NA,NA,TRUE,4395,4395,2669,"Río Breogán","Río Breogán","BRE",4397,2671,"Valencia Basket","Valencia Basket","VBC",1,90,12000,15,33,45,13,37,35,19,27,70,17,18,35,17,5,15,0,3,5,2,21,26,85,-115,-1,13,0,0,90,113,4,1042,2,15,0,24,7,50,12
