"id_competition","edition_year","id_match","matchweek_number","week_description","order","abb_local","abb","license_id","license_licenseStr15","license_licenseAbbrev","license_licenseNick","id_play","type_description","type_normalized_description","local","period","minute","second","crono","score_local","score_visitor","wall_clock","player_asist","player_shoot","asist_type","recovered_block","player_points","msg_type","three_make","three_misses","two_make","two_misses","free_make","free_misses","dunk","dunk_misses","valoracion","reboundOff","reboundDef","rebounds","asistencias","pts_diff","lado","a1","a2","a3","a4","a5","h1","h2","h3","h4","h5","NA1","NA2","NA3","NA4","NA5"
1,2026,105375,1,"Semana 1",4101,"SBB","SBB",20212984,"Darrun Hilliard","D. Hilliard","Hilliard",119,"Asistencia Falta Recibida","Assist Foul Received",TRUE,1,7,35,00:07:35,7,2,65356,"Darrun Hilliard","Margiris Normantas","Falta recibida",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,"h","Pablo Tamba","Chibuzo Agbo","Hugo Benitez","JD Notae","Nick Ongenda","Harald Frey","Bastien  Vautier","Margiris Normantas","Martin Krampelj","Darrun Hilliard",NA,NA,NA,NA,NA
1,2026,105375,1,"Semana 1",4201,"SBB","K&U",30005444,"JD Notae","JD Notae","Notae",115,"Sale Pista","Substitution - Out",FALSE,1,7,35,00:07:35,7,2,65263,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,"a","Pablo Tamba","Chibuzo Agbo","Hugo Benitez","Ferran Bassas","Nick Ongenda","Harald Frey","Bastien  Vautier","Margiris Normantas","Martin Krampelj","Darrun Hilliard",NA,NA,NA,NA,NA
1,2026,105375,1,"Semana 1",4301,"SBB","K&U",30005343,"Nick Ongenda","N. Ongenda","Ongenda",115,"Sale Pista","Substitution - Out",FALSE,1,7,35,00:07:35,7,2,65263,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,"a","Pablo Tamba","Chibuzo Agbo","Hugo Benitez","Ferran Bassas","Yordan Minchev","Harald Frey","Bastien  Vautier","Margiris Normantas","Martin Krampelj","Darrun Hilliard",NA,NA,NA,NA,NA
1,2026,105375,1,"Semana 1",4401,"SBB","K&U",20200243,"Ferran Bassas","F. Bassas","Bassas",112,"Entra Pista","Substitution - In",FALSE,1,7,35,00:07:35,7,2,65263,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,"a","Pablo Tamba","Chibuzo Agbo","Hugo Benitez","Ferran Bassas","Yordan Minchev","Harald Frey","Bastien  Vautier","Margiris Normantas","Martin Krampelj","Darrun Hilliard",NA,NA,NA,NA,NA
1,2026,105375,1,"Semana 1",4501,"SBB","K&U",30005354,"Yordan Minchev","Y. Minchev","Minchev",112,"Entra Pista","Substitution - In",FALSE,1,7,35,00:07:35,7,2,65263,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,"a","Pablo Tamba","Chibuzo Agbo","Hugo Benitez","Ferran Bassas","Yordan Minchev","Harald Frey","Bastien  Vautier","Margiris Normantas","Martin Krampelj","Darrun Hilliard",NA,NA,NA,NA,NA
1,2026,105375,1,"Semana 1",4601,"SBB","SBB",30004013,"Margiris Normantas","M. Normantas","Normantas",96,"Intento fallado de 1","Free Throw Missed",TRUE,1,7,35,00:07:35,7,2,65279,NA,NA,NA,0,0,3,0,0,0,0,0,1,0,0,-1,0,0,0,0,5,"h","Pablo Tamba","Chibuzo Agbo","Hugo Benitez","Ferran Bassas","Yordan Minchev","Harald Frey","Bastien  Vautier","Margiris Normantas","Martin Krampelj","Darrun Hilliard",NA,NA,NA,NA,NA
1,2026,105375,1,"Semana 1",4701,"SBB","SBB",30004013,"Margiris Normantas","M. Normantas","Normantas",92,"Canasta de 1","Free Throw Made",TRUE,1,7,35,00:07:35,8,2,65297,NA,NA,NA,0,1,3,0,0,0,0,1,0,0,0,1,0,0,0,0,6,"h","Pablo Tamba","Chibuzo Agbo","Hugo Benitez","Ferran Bassas","Yordan Minchev","Harald Frey","Bastien  Vautier","Margiris Normantas","Martin Krampelj","Darrun Hilliard",NA,NA,NA,NA,NA
1,2026,105375,1,"Semana 1",4801,"SBB","SBB",30004013,"Margiris Normantas","M. Normantas","Normantas",92,"Canasta de 1","Free Throw Made",TRUE,1,7,35,00:07:35,9,2,65311,NA,NA,NA,0,1,3,0,0,0,0,1,0,0,0,1,0,0,0,0,7,"h","Pablo Tamba","Chibuzo Agbo","Hugo Benitez","Ferran Bassas","Yordan Minchev","Harald Frey","Bastien  Vautier","Margiris Normantas","Martin Krampelj","Darrun Hilliard",NA,NA,NA,NA,NA
1,2026,105375,1,"Semana 1",5101,"SBB","K&U",30003943,"Hugo Benitez","H. Benitez","Benitez",93,"Canasta de 2","2-Point Shot Made",FALSE,1,7,28,00:07:28,9,4,65321,NA,NA,NA,0,2,2,0,0,1,0,0,0,0,0,2,0,0,0,0,5,"a","Pablo Tamba","Chibuzo Agbo","Hugo Benitez","Ferran Bassas","Yordan Minchev","Harald Frey","Bastien  Vautier","Margiris Normantas","Martin Krampelj","Darrun Hilliard",NA,NA,NA,NA,NA
1,2026,105375,1,"Semana 1",5301,"SBB","SBB",30004013,"Margiris Normantas","M. Normantas","Normantas",97,"Intento fallado de 2","2-Point Shot Missed",TRUE,1,7,9,00:07:09,9,4,65340,NA,NA,NA,0,0,1,0,0,0,1,0,0,0,0,-1,0,0,0,0,5,"h","Pablo Tamba","Chibuzo Agbo","Hugo Benitez","Ferran Bassas","Yordan Minchev","Harald Frey","Bastien  Vautier","Margiris Normantas","Martin Krampelj","Darrun Hilliard",NA,NA,NA,NA,NA
